district,state,drought_risk,flood_frequency,flooded_area
kishanganj,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,9.14902795
kishanganj,"uttar pradesh, bihar",,1.0,9.14902795
kishanganj,"uttar pradesh, bihar,  assam",,1.0,9.14902795
kishanganj,"uttar pradesh, bihar, odisha, west bengal",,1.0,9.14902795
kishanganj,"west bengal, bihar",,1.0,9.14902795
kishtwar,jammu & kashmir,,10.0,0.281956344
kishtwar,jammu and kashmir,,12.0,0.281956344
kishtwar,"jammu and kashmir, delhi, punjab",,1.0,0.281956344
kishtwar,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,0.281956344
kochi,kerala,,1.0,0.0
kodagu,karnataka,,59.0,0.6410376
kodagu,"karnataka, kerala",,1.0,0.6410376
kodagu,"kerala, karnataka",,1.0,0.6410376
kodagu / coorg,karnataka,0.7888176420819476,0.0,0.0
koderma,jharkhand,,2.0,0.0
kohima,nagaland,,10.0,0.321623488
kokrajhar,assam,,69.0,2.517160431
kokrajhar,"assam, odisha, west bengal, bihar",,1.0,2.517160431
kokrajhar,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,2.517160431
kokrajhar,"odisha, bihar, assam, west bengal",,1.0,2.517160431
kokrajhar,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,2.517160431
kokrajhar,"uttar pradesh, bihar,  assam",,1.0,2.517160431
kokrajhar darrang,assam,,1.0,0.0
kolar,karnataka,0.754748474113436,26.0,0.151892948
kolar,"karnataka, kerala",,1.0,0.151892948
kolar,"kerala, karnataka",,1.0,0.151892948
kolasib,mizoram,,6.0,1.584069279
kolhapur,"bihar, maharashtra",,1.0,0.792546096
kolhapur,maharashtra,0.6183006348965983,51.0,0.792546096
kolhapur,"maharashtra, telangana",,1.0,0.792546096
kolhapur,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.792546096
kolkata,uttar pradesh,,1.0,1.85061619
kolkata,west bengal,,72.0,1.85061619
kollam,"karnataka, kerala",,1.0,0.007181482
kollam,kerala,0.810432463480508,93.0,0.007181482
kollam,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,0.007181482
kollam kozhikode,kerala,,1.0,0.0
koppal,karnataka,,23.0,0.500672586
koppal,"karnataka, kerala",,1.0,0.500672586
koppal,"kerala, karnataka",,1.0,0.500672586
koraput,"assam, odisha, west bengal, bihar",,1.0,0.185330259
koraput,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,0.185330259
koraput,madhya pradesh,,1.0,0.185330259
koraput,odisha,,38.0,0.185330259
koraput,"odisha, bihar, assam, west bengal",,1.0,0.185330259
koraput,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.185330259
koraput,"odisha, rajasthan",,1.0,0.185330259
koraput,orissa,0.7394055265930816,0.0,0.185330259
koraput,"uttar pradesh, bihar, odisha, west bengal",,1.0,0.185330259
korba,chhattisgarh,,3.0,0.310367455
korea,chhattisgarh,,1.0,0.0
kota,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,2.379646678
kota,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,2.379646678
kota,"odisha, rajasthan",,1.0,2.379646678
kota,rajasthan,0.6000747025286046,46.0,2.379646678
kota,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,2.379646678
kota,"rajasthan, punjab, uttar pradesh",,1.0,2.379646678
kottayam,"karnataka, kerala",,1.0,1.520735488
kottayam,kerala,0.7832556116714013,99.0,1.520735488
kottayam,"kerala, karnataka",,1.0,1.520735488
kottayam,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,1.520735488
kozhikode,"karnataka, kerala",,1.0,0.801183224
kozhikode,kerala,0.8361001082452072,110.0,0.801183224
kozhikode,"kerala, karnataka",,1.0,0.801183224
kozhikode,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,0.801183224
kra daadi,arunachal pradesh,,21.0,1.837849659
kra daadi,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,1.837849659
krishna,andhra pradesh,0.7455966132692352,35.0,0.709710375
krishna,"andhra pradesh, madhya pradesh",,1.0,0.709710375
krishna,"andhra pradesh, telangana",,1.0,0.709710375
krishna,karnataka,,1.0,0.709710375
krishnagiri,tamil nadu,,18.0,0.86428335
kulgam,jammu & kashmir,,2.0,0.022991182
kulgam,jammu and kashmir,,13.0,0.022991182
kulgam,"jammu and kashmir, delhi, punjab",,1.0,0.022991182
kulgam,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,0.022991182
kullu,himachal pradesh,0.7382639111046978,95.0,0.216410933
kullu,"himachal pradesh, uttar pradesh",,1.0,0.216410933
kumuram bheem asifabad,andhra pradesh,,1.0,1.134922452
kumuram bheem asifabad,"maharashtra, telangana",,1.0,1.134922452
kumuram bheem asifabad,telangana,,3.0,1.134922452
kupwara,jammu & kashmir,,6.0,0.51995716
kupwara,jammu and kashmir,,15.0,0.51995716
kupwara,"jammu and kashmir, delhi, punjab",,1.0,0.51995716
kupwara,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,0.51995716
kurnool,andhra pradesh,0.7033897227514971,33.0,0.289107666
kurnool,"andhra pradesh, madhya pradesh",,1.0,0.289107666
kurukshetra,haryana,,18.0,5.501219071
kurukshetra,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,5.501219071
kurukshetra,"madhya pradesh, punjab, haryana, west bengal",,1.0,5.501219071
kurukshetra,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,5.501219071
kurung kumey,arunachal pradesh,,24.0,0.555974167
kurung kumey,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,0.555974167
kushinagar,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,4.208451529
kushinagar,"himachal pradesh, uttar pradesh",,1.0,4.208451529
kushinagar,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,4.208451529
kushinagar,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,4.208451529
kushinagar,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,4.208451529
kushinagar,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,4.208451529
kushinagar,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,4.208451529
kushinagar,"rajasthan, punjab, uttar pradesh",,1.0,4.208451529
kushinagar,uttar pradesh,,15.0,4.208451529
kushinagar,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,4.208451529
kushinagar,"uttar pradesh, bihar,  assam",,1.0,4.208451529
kushinagar,"uttar pradesh, bihar, odisha, west bengal",,1.0,4.208451529
kushinagar,"uttar pradesh, east rajasthan",,1.0,4.208451529
kushinagar,"uttar pradesh, west bengal, bihar",,1.0,4.208451529
kutch,gujarat,0.7629746441409577,0.0,0.0
lahul & spiti,himachal pradesh,0.8894440063376112,0.0,0.011872748
lahul and spiti,himachal pradesh,,39.0,0.0
lahul and spiti,"himachal pradesh, uttar pradesh",,1.0,0.0
lakhimpur,assam,0.7996608022221807,209.0,14.44869666
lakhimpur,"assam, manipur, arunachal pradesh",,1.0,14.44869666
lakhimpur,"assam, odisha, west bengal, bihar",,1.0,14.44869666
lakhimpur,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,14.44869666
lakhimpur,"odisha, bihar, assam, west bengal",,1.0,14.44869666
lakhimpur,uttar pradesh,,3.0,14.44869666
lakhimpur,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,14.44869666
lakhimpur,"uttar pradesh, bihar,  assam",,1.0,14.44869666
lakhisarai,bihar,,23.0,12.08953008
lakhisarai,"bihar, maharashtra",,1.0,12.08953008
lakhisarai,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,12.08953008
lakhisarai,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,12.08953008
lakhisarai,"bihar, west bengal",,1.0,12.08953008
lakhisarai,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,12.08953008
lakhisarai,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,12.08953008
lakhisarai,"odisha, bihar, assam, west bengal",,1.0,12.08953008
lakhisarai,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,12.08953008
lakhisarai,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,12.08953008
lakhisarai,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,12.08953008
lakhisarai,"uttar pradesh, bihar,  assam",,1.0,12.08953008
lakhisarai,"uttar pradesh, bihar, odisha, west bengal",,1.0,12.08953008
lakhisarai,"west bengal, bihar",,1.0,12.08953008
lalitpur,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,0.008823081
lalitpur,"himachal pradesh, uttar pradesh",,1.0,0.008823081
lalitpur,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,0.008823081
lalitpur,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,0.008823081
lalitpur,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,0.008823081
lalitpur,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.008823081
lalitpur,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.008823081
lalitpur,"rajasthan, punjab, uttar pradesh",,1.0,0.008823081
lalitpur,uttar pradesh,,14.0,0.008823081
lalitpur,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,0.008823081
lalitpur,"uttar pradesh, bihar,  assam",,1.0,0.008823081
lalitpur,"uttar pradesh, bihar, odisha, west bengal",,1.0,0.008823081
lalitpur,"uttar pradesh, east rajasthan",,1.0,0.008823081
lalitpur,"uttar pradesh, west bengal, bihar",,1.0,0.008823081
latehar,jharkhand,,2.0,0.545231273
latur,"bihar, maharashtra",,1.0,0.209045748
latur,maharashtra,,41.0,0.209045748
latur,"maharashtra, telangana",,1.0,0.209045748
latur,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.209045748
lawngtlai,mizoram,,7.0,2.792338513
leh ladakh,jammu & kashmir,,1.0,0.0
leh ladakh,jammu and kashmir,,3.0,0.0
leh ladakh,ladakh,,1.0,0.0
leparada,arunachal pradesh,,14.0,0.0
leparada,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,0.0
lohardaga,jharkhand,,5.0,0.791528779
lohit,arunachal pradesh,,37.0,2.147551477
lohit,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,2.147551477
longding,arunachal pradesh,,19.0,0.638916752
longding,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,0.638916752
longleng,nagaland,,1.0,2.837540944
lower dibang valley,arunachal pradesh,,22.0,1.397900013
lower dibang valley,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,1.397900013
lower lower subansiri,arunachal pradesh,,20.0,0.0
lower lower subansiri,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,0.0
lower siang,arunachal pradesh,,16.0,2.171988688
lower siang,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,2.171988688
lower subansiri,arunachal pradesh,,1.0,0.829376579
lucknow,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,1.989261918
lucknow,"himachal pradesh, uttar pradesh",,1.0,1.989261918
lucknow,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,1.989261918
lucknow,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,1.989261918
lucknow,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,1.989261918
lucknow,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,1.989261918
lucknow,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,1.989261918
lucknow,"rajasthan, punjab, uttar pradesh",,1.0,1.989261918
lucknow,uttar pradesh,0.6542476319631295,36.0,1.989261918
lucknow,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,1.989261918
lucknow,"uttar pradesh, bihar,  assam",,1.0,1.989261918
lucknow,"uttar pradesh, bihar, odisha, west bengal",,1.0,1.989261918
lucknow,"uttar pradesh, east rajasthan",,1.0,1.989261918
lucknow,"uttar pradesh, uttarakhand",,3.0,1.989261918
lucknow,"uttar pradesh, west bengal, bihar",,1.0,1.989261918
ludhiana,"jammu and kashmir, delhi, punjab",,1.0,4.779332462
ludhiana,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,4.779332462
ludhiana,"madhya pradesh, punjab, haryana, west bengal",,1.0,4.779332462
ludhiana,punjab,0.24589602843675568,34.0,4.779332462
ludhiana,"rajasthan, punjab, uttar pradesh",,1.0,4.779332462
lunglei,mizoram,,8.0,2.66098121
madhepura,bihar,,31.0,3.907767989
madhepura,"bihar, jharkhand",,1.0,3.907767989
madhepura,"bihar, maharashtra",,1.0,3.907767989
madhepura,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,3.907767989
madhepura,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,3.907767989
madhepura,"bihar, west bengal",,1.0,3.907767989
madhepura,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,3.907767989
madhepura,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,3.907767989
madhepura,"odisha, bihar, assam, west bengal",,1.0,3.907767989
madhepura,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,3.907767989
madhepura,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,3.907767989
madhepura,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,3.907767989
madhepura,"uttar pradesh, bihar,  assam",,1.0,3.907767989
madhepura,"uttar pradesh, bihar, odisha, west bengal",,1.0,3.907767989
madhepura,"west bengal, bihar",,1.0,3.907767989
madhubani,bihar,,50.0,3.746869093
madhubani,"bihar, jharkhand",,3.0,3.746869093
madhubani,"bihar, maharashtra",,1.0,3.746869093
madhubani,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,3.746869093
madhubani,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,3.746869093
madhubani,"bihar, west bengal",,1.0,3.746869093
madhubani,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,3.746869093
madhubani,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,3.746869093
madhubani,"odisha, bihar, assam, west bengal",,1.0,3.746869093
madhubani,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,3.746869093
madhubani,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,3.746869093
madhubani,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,3.746869093
madhubani,"uttar pradesh, bihar",,1.0,3.746869093
madhubani,"uttar pradesh, bihar,  assam",,1.0,3.746869093
madhubani,"uttar pradesh, bihar, odisha, west bengal",,1.0,3.746869093
madhubani,"west bengal, bihar",,1.0,3.746869093
madurai,tamil nadu,0.670589767175409,21.0,1.012920862
mahabubabad,andhra pradesh,,1.0,0.247662044
mahabubabad,"maharashtra, telangana",,1.0,0.247662044
mahabubabad,telangana,,4.0,0.247662044
mahabubnagar,andhra pradesh,,12.0,0.416806629
mahabubnagar,"maharashtra, telangana",,1.0,0.416806629
mahabubnagar,telangana,0.7573097783698794,9.0,0.416806629
mahasamund,chhattisgarh,,4.0,0.627540566
mahe,puducherry,,1.0,0.243893199
mahendragarh,haryana,,8.0,0.561660955
mahendragarh,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,0.561660955
mahendragarh,"madhya pradesh, punjab, haryana, west bengal",,1.0,0.561660955
mahendragarh,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.561660955
mahendragarh / narnaul,haryana,0.5529770645139024,0.0,0.0
mahesana,gujarat,,20.0,0.691706976
mahesana,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.691706976
mahisagar,gujarat,,13.0,0.698306974
mahisagar,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.698306974
mahoba,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,0.238187011
mahoba,"himachal pradesh, uttar pradesh",,1.0,0.238187011
mahoba,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,0.238187011
mahoba,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,0.238187011
mahoba,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,0.238187011
mahoba,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.238187011
mahoba,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.238187011
mahoba,"rajasthan, punjab, uttar pradesh",,1.0,0.238187011
mahoba,uttar pradesh,,13.0,0.238187011
mahoba,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,0.238187011
mahoba,"uttar pradesh, bihar,  assam",,1.0,0.238187011
mahoba,"uttar pradesh, bihar, odisha, west bengal",,1.0,0.238187011
mahoba,"uttar pradesh, east rajasthan",,1.0,0.238187011
mahoba,"uttar pradesh, west bengal, bihar",,1.0,0.238187011
mahrajganj,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,3.253620339
mahrajganj,"himachal pradesh, uttar pradesh",,1.0,3.253620339
mahrajganj,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,3.253620339
mahrajganj,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,3.253620339
mahrajganj,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,3.253620339
mahrajganj,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,3.253620339
mahrajganj,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,3.253620339
mahrajganj,"rajasthan, punjab, uttar pradesh",,1.0,3.253620339
mahrajganj,uttar pradesh,,13.0,3.253620339
mahrajganj,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,3.253620339
mahrajganj,"uttar pradesh, bihar,  assam",,1.0,3.253620339
mahrajganj,"uttar pradesh, bihar, odisha, west bengal",,1.0,3.253620339
mahrajganj,"uttar pradesh, east rajasthan",,1.0,3.253620339
mahrajganj,"uttar pradesh, west bengal, bihar",,1.0,3.253620339
mainpuri,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,3.043030701
mainpuri,"himachal pradesh, uttar pradesh",,1.0,3.043030701
mainpuri,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,3.043030701
mainpuri,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,3.043030701
mainpuri,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,3.043030701
mainpuri,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,3.043030701
mainpuri,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,3.043030701
mainpuri,"rajasthan, punjab, uttar pradesh",,1.0,3.043030701
mainpuri,uttar pradesh,0.5761074749868381,18.0,3.043030701
mainpuri,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,3.043030701
mainpuri,"uttar pradesh , uttarakhand",,1.0,3.043030701
mainpuri,"uttar pradesh, bihar,  assam",,1.0,3.043030701
mainpuri,"uttar pradesh, bihar, odisha, west bengal",,1.0,3.043030701
mainpuri,"uttar pradesh, east rajasthan",,1.0,3.043030701
mainpuri,"uttar pradesh, uttarakhand",,2.0,3.043030701
mainpuri,"uttar pradesh, west bengal, bihar",,1.0,3.043030701
majuli,assam,,70.0,8.241462489
majuli,"assam, odisha, west bengal, bihar",,1.0,8.241462489
majuli,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,8.241462489
majuli,"odisha, bihar, assam, west bengal",,1.0,8.241462489
majuli,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,8.241462489
majuli,"uttar pradesh, bihar,  assam",,1.0,8.241462489
malappuram,"karnataka, kerala",,1.0,1.678503228
malappuram,kerala,0.8342440213094486,94.0,1.678503228
malappuram,"kerala, karnataka",,1.0,1.678503228
malappuram,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,1.678503228
malda,madhya pradesh,,1.0,0.0
malda,uttar pradesh,,2.0,0.0
malda,west bengal,0.5765517689388797,36.0,0.0
maldah,"assam, odisha, west bengal, bihar",,1.0,9.357035639
maldah,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,9.357035639
maldah,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,9.357035639
maldah,"bihar, west bengal",,1.0,9.357035639
maldah,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,9.357035639
maldah,"madhya pradesh, punjab, haryana, west bengal",,1.0,9.357035639
maldah,"odisha, bihar, assam, west bengal",,1.0,9.357035639
maldah,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,9.357035639
maldah,"uttar pradesh, bihar, odisha, west bengal",,1.0,9.357035639
maldah,"uttar pradesh, west bengal, bihar",,1.0,9.357035639
maldah,west bengal,,7.0,9.357035639
malikkeri,kerala,,1.0,0.0
malkangiri,"assam, odisha, west bengal, bihar",,1.0,0.073061589
malkangiri,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,0.073061589
malkangiri,madhya pradesh,,1.0,0.073061589
malkangiri,odisha,,16.0,0.073061589
malkangiri,"odisha, bihar, assam, west bengal",,1.0,0.073061589
malkangiri,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.073061589
malkangiri,"odisha, rajasthan",,1.0,0.073061589
malkangiri,"uttar pradesh, bihar, odisha, west bengal",,1.0,0.073061589
mamit,mizoram,,7.0,1.381857077
manali,himachal pradesh,,6.0,0.0
mancachar,assam,,19.0,0.0
mancherial,andhra pradesh,,1.0,1.336662971
mancherial,"maharashtra, telangana",,1.0,1.336662971
mancherial,telangana,,1.0,1.336662971
mandi,himachal pradesh,0.7760104006348663,88.0,0.736416396
mandi,"himachal pradesh, uttar pradesh",,1.0,0.736416396
mandla,"andhra pradesh, madhya pradesh",,1.0,0.665550482
mandla,madhya pradesh,0.8471275599376676,9.0,0.665550482
mandla,"madhya pradesh,  chhattisgarh",,2.0,0.665550482
mandla,"madhya pradesh, punjab, haryana, west bengal",,1.0,0.665550482
mandla,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.665550482
mandla,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.665550482
mandsaur,"andhra pradesh, madhya pradesh",,1.0,0.035767514
mandsaur,madhya pradesh,0.7393607801765897,12.0,0.035767514
mandsaur,"madhya pradesh,  chhattisgarh",,3.0,0.035767514
mandsaur,"madhya pradesh, punjab, haryana, west bengal",,1.0,0.035767514
mandsaur,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.035767514
mandsaur,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.035767514
mandya,karnataka,0.7210486112749919,28.0,1.416125561
mandya,"karnataka, kerala",,1.0,1.416125561
mandya,"kerala, karnataka",,1.0,1.416125561
mangalbari,west bengal,,1.0,0.0
mangalore,karnataka,,6.0,0.0
mangan,sikkim,,19.0,0.0
mansa,"jammu and kashmir, delhi, punjab",,1.0,2.759157184
mansa,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,2.759157184
mansa,"madhya pradesh, punjab, haryana, west bengal",,1.0,2.759157184
mansa,punjab,,25.0,2.759157184
mansa,"rajasthan, punjab, uttar pradesh",,1.0,2.759157184
many districts of south bengal,west bengal,,1.0,0.0
many districts of tamil nadu.,tamil nadu,,2.0,0.0
many districts of uttar kashi pradesh,uttar pradesh,,2.0,0.0
many parts,arunachal pradesh,,1.0,0.0
many parts,chhattisgarh,,1.0,0.0
many parts,gujarat,,2.0,0.0
many parts,"madhya pradesh,  chhattisgarh",,1.0,0.0
many parts,punjab,,1.0,0.0
many parts,tamil nadu,,1.0,0.0
many parts,uttar pradesh,,2.0,0.0
many parts of tamil nadu.,tamil nadu,,1.0,0.0
many parts of the state,odisha,,1.0,0.0
many parts of the state,punjab,,1.0,0.0
marathwada,maharashtra,,2.0,0.0
marigaon,assam,,130.0,0.0
marigaon,"assam, odisha, west bengal, bihar",,1.0,0.0
marigaon,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,0.0
marigaon,"odisha, bihar, assam, west bengal",,1.0,0.0
marigaon,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,0.0
marigaon,"uttar pradesh, bihar,  assam",,1.0,0.0
mathura,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,4.807455013
mathura,"himachal pradesh, uttar pradesh",,1.0,4.807455013
mathura,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,4.807455013
mathura,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,4.807455013
mathura,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,4.807455013
mathura,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,4.807455013
mathura,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,4.807455013
mathura,"rajasthan, punjab, uttar pradesh",,1.0,4.807455013
mathura,uttar pradesh,0.5609760354972739,19.0,4.807455013
mathura,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,4.807455013
mathura,"uttar pradesh , uttarakhand",,1.0,4.807455013
mathura,"uttar pradesh, bihar,  assam",,1.0,4.807455013
mathura,"uttar pradesh, bihar, odisha, west bengal",,1.0,4.807455013
mathura,"uttar pradesh, east rajasthan",,1.0,4.807455013
mathura,"uttar pradesh, uttarakhand",,2.0,4.807455013
mathura,"uttar pradesh, west bengal, bihar",,1.0,4.807455013
mathura,uttarakhand,,1.0,4.807455013
mau,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,4.546093825
mau,"himachal pradesh, uttar pradesh",,1.0,4.546093825
mau,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,4.546093825
mau,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,4.546093825
mau,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,4.546093825
mau,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,4.546093825
mau,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,4.546093825
mau,"rajasthan, punjab, uttar pradesh",,1.0,4.546093825
mau,uttar pradesh,,16.0,4.546093825
mau,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,4.546093825
mau,"uttar pradesh, bihar,  assam",,1.0,4.546093825
mau,"uttar pradesh, bihar, odisha, west bengal",,1.0,4.546093825
mau,"uttar pradesh, east rajasthan",,1.0,4.546093825
mau,"uttar pradesh, west bengal, bihar",,1.0,4.546093825
mayurbhanj,"assam, odisha, west bengal, bihar",,1.0,1.104038704
mayurbhanj,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,1.104038704
mayurbhanj,madhya pradesh,,1.0,1.104038704
mayurbhanj,odisha,,24.0,1.104038704
mayurbhanj,"odisha, bihar, assam, west bengal",,1.0,1.104038704
